寿命,坝体高度,坝体长度,坝体宽度,0,0.1,0.2,0.3,0.4,0.5,年平均流量,0.6
-1.6989700043360187,1.1760912590556813,2.113943352306837,2.113943352306837,2.3521825181113627,3.290034611362518,3.290034611362518,4.227886704613674,4.227886704613674,4.227886704613674,1.0413926851582251,2.0827853703164503
-1.3979400086720375,1.6434526764861874,2.568201724066995,3.1760912590556813,3.286905352972375,4.211654400553183,4.819543935541868,5.13640344813399,5.744292983122676,6.352182518111363,1.478999131673357,2.9579982633467137
-1.3979400086720375,1.255272505103306,2.0,2.6532125137753435,2.510545010206612,3.255272505103306,3.90848501887865,4.0,4.653212513775344,5.306425027550687,1.4771212547196624,2.9542425094393248
-1.0969100130080565,0.8450980400142568,2.0,2.3979400086720375,1.6901960800285136,2.845098040014257,3.2430380486862944,4.0,4.3979400086720375,4.795880017344075,1.919078092376074,3.838156184752148
-1.0969100130080565,0.9030899869919435,2.4771212547196626,2.4771212547196626,1.806179973983887,3.380211241711606,3.380211241711606,4.954242509439325,4.954242509439325,4.954242509439325,2.2041199826559246,4.408239965311849
-1.0,1.0,2.1760912590556813,2.1760912590556813,2.0,3.1760912590556813,3.1760912590556813,4.352182518111363,4.352182518111363,4.352182518111363,1.8388490907372552,3.6776981814745104
-0.6989700043360187,1.3979400086720377,2.2041199826559246,2.4771212547196626,2.7958800173440754,3.6020599913279625,3.8750612633917,4.408239965311849,4.681241237375588,4.954242509439325,0.7781512503836436,1.5563025007672873
-0.6989700043360187,1.7558748556724915,2.0791812460476247,2.568201724066995,3.511749711344983,3.835056101720116,4.3240765797394864,4.158362492095249,4.64738297011462,5.13640344813399,3.198931869932209,6.397863739864418
-0.5391021572434522,1.9030899869919435,2.0,2.5440680443502757,3.806179973983887,3.9030899869919438,4.447158031342219,4.0,4.544068044350276,5.088136088700551,1.3010299956639813,2.6020599913279625
-0.3979400086720376,1.3010299956639813,2.0791812460476247,2.0791812460476247,2.6020599913279625,3.380211241711606,3.380211241711606,4.158362492095249,4.158362492095249,4.158362492095249,0.9030899869919435,1.806179973983887
-0.3979400086720376,1.3010299956639813,2.3010299956639813,2.3979400086720375,2.6020599913279625,3.6020599913279625,3.6989700043360187,4.6020599913279625,4.698970004336019,4.795880017344075,0.8450980400142568,1.6901960800285136
-0.3979400086720376,1.3979400086720377,2.3010299956639813,2.3979400086720375,2.7958800173440754,3.6989700043360187,3.7958800173440754,4.6020599913279625,4.698970004336019,4.795880017344075,0.9030899869919435,1.806179973983887
-0.1549019599857432,1.6989700043360187,2.255272505103306,2.4771212547196626,3.3979400086720375,3.9542425094393248,4.176091259055681,4.510545010206612,4.732393759822968,4.954242509439325,1.845098040014257,3.690196080028514
0.0,1.7781512503836436,2.3979400086720375,2.3979400086720375,3.5563025007672873,4.176091259055681,4.176091259055681,4.795880017344075,4.795880017344075,4.795880017344075,0.3010299956639812,0.6020599913279624
0.0,1.3010299956639813,2.3010299956639813,2.0791812460476247,2.6020599913279625,3.6020599913279625,3.380211241711606,4.6020599913279625,4.380211241711606,4.158362492095249,0.9542425094393249,1.9084850188786497
0.17609125905568124,1.8750612633917,2.5440680443502757,2.0969100130080562,3.7501225267834,4.419129307741976,3.9719712763997563,5.088136088700551,4.640978057358332,4.1938200260161125,0.0,0.0
0.414973347970818,1.7853298350107671,2.7596678446896306,3.3010299956639813,3.5706596700215343,4.544997679700398,5.086359830674748,5.519335689379261,6.060697840353612,6.6020599913279625,3.2695129442179165,6.539025888435833
0.47712125471966244,1.9030899869919435,2.3979400086720375,2.5185139398778875,3.806179973983887,4.301029995663981,4.421603926869831,4.795880017344075,4.9164539485499255,5.037027879755775,2.5888317255942073,5.1776634511884145
0.47712125471966244,1.9030899869919435,2.929418925714293,3.380211241711606,3.806179973983887,4.832508912706237,5.283301228703549,5.858837851428586,6.309630167425898,6.760422483423212,3.5873741720730656,7.174748344146131
0.47712125471966244,1.8864907251724818,2.81424759573192,3.5440680443502757,3.7729814503449637,4.700738320904402,5.430558769522757,5.62849519146384,6.358315640082195,7.088136088700551,3.5873741720730656,7.174748344146131
0.6989700043360189,2.278753600952829,2.7781512503836434,2.6989700043360187,4.557507201905658,5.056904851336473,4.977723605288848,5.556302500767287,5.477121254719663,5.3979400086720375,0.6020599913279624,1.2041199826559248
0.7781512503836436,2.146128035678238,2.6020599913279625,2.255272505103306,4.292256071356476,4.748188027006201,4.401400540781544,5.204119982655925,4.857332496431268,4.510545010206612,0.47712125471966244,0.9542425094393249
0.7781512503836436,1.5797835966168101,2.041392685158225,2.5440680443502757,3.1595671932336202,3.621176281775035,4.123851640967086,4.08278537031645,4.585460729508501,5.088136088700551,0.47712125471966244,0.9542425094393249
0.9542425094393249,2.2430380486862944,2.3010299956639813,3.4771212547196626,4.486076097372589,4.544068044350276,5.720159303405957,4.6020599913279625,5.778151250383644,6.954242509439325,2.462397997898956,4.924795995797912
1.0,2.0,2.6020599913279625,2.1760912590556813,4.0,4.6020599913279625,4.176091259055681,5.204119982655925,4.778151250383644,4.352182518111363,0.0,0.0
1.0,1.3010299956639813,2.6989700043360187,2.8750612633917,2.6020599913279625,4.0,4.176091259055681,5.3979400086720375,5.574031267727719,5.7501225267834,2.7573960287930244,5.514792057586049
1.0,1.9867717342662448,2.7634279935629373,2.4313637641589874,3.9735434685324895,4.750199727829182,4.418135498425232,5.526855987125875,5.194791757721925,4.862727528317975,3.2695129442179165,6.539025888435833
1.1139433523068367,1.568201724066995,2.0211892990699383,2.0,3.13640344813399,3.5893910231369333,3.568201724066995,4.0423785981398765,4.021189299069938,4.0,0.9542425094393249,1.9084850188786497
1.2304489213782739,1.9030899869919435,2.4771212547196626,2.845098040014257,3.806179973983887,4.380211241711606,4.748188027006201,4.954242509439325,5.3222192947339195,5.690196080028514,1.2041199826559248,2.4082399653118496
1.2787536009528289,1.8129133566428555,3.0,2.8129133566428557,3.625826713285711,4.812913356642856,4.625826713285711,6.0,5.812913356642856,5.625826713285711,2.0,4.0
1.3010299956639813,2.0,2.9542425094393248,2.7781512503836434,4.0,4.954242509439325,4.778151250383644,5.9084850188786495,5.732393759822968,5.556302500767287,1.6020599913279623,3.2041199826559246
1.3424226808222062,1.845098040014257,2.3010299956639813,2.6532125137753435,3.690196080028514,4.146128035678238,4.498310553789601,4.6020599913279625,4.954242509439325,5.306425027550687,0.0,0.0
1.3617278360175928,1.7781512503836436,2.591064607026499,2.6532125137753435,3.5563025007672873,4.3692158574101425,4.431363764158987,5.182129214052998,5.244277120801843,5.306425027550687,-0.09691001300805639,-0.1938200260161128
1.3617278360175928,1.6020599913279623,1.954242509439325,1.9030899869919435,3.2041199826559246,3.5563025007672873,3.505149978319906,3.90848501887865,3.8573324964312685,3.806179973983887,0.11394335230683679,0.22788670461367352
1.3979400086720377,1.7558748556724915,2.3010299956639813,2.3010299956639813,3.511749711344983,4.056904851336473,4.056904851336473,4.6020599913279625,4.6020599913279625,4.6020599913279625,0.7781512503836436,1.5563025007672873
1.4313637641589874,1.6020599913279623,2.2041199826559246,2.4771212547196626,3.2041199826559246,3.806179973983887,4.079181246047625,4.408239965311849,4.681241237375588,4.954242509439325,0.9242792860618817,1.8485585721237634
1.462397997898956,1.9138138523837167,2.7866094726486597,2.9041743682841634,3.8276277047674334,4.700423325032377,4.81798822066788,5.573218945297318,5.6907838409328235,5.808348736568327,1.965201701025912,3.9304034020518235
1.4771212547196624,1.845098040014257,1.8750612633917,2.7781512503836434,3.690196080028514,3.720159303405957,4.623249290397901,3.7501225267834,4.653212513775344,5.556302500767287,1.3010299956639813,2.6020599913279625
1.4913616938342726,1.845098040014257,2.0791812460476247,2.4771212547196626,3.690196080028514,3.9242792860618816,4.3222192947339195,4.158362492095249,4.556302500767287,4.954242509439325,1.1760912590556813,2.3521825181113627
1.5185139398778875,2.0,2.4771212547196626,3.041392685158225,4.0,4.477121254719663,5.041392685158225,4.954242509439325,5.518513939877887,6.08278537031645,1.8512583487190752,3.7025166974381505
1.6232492903979006,2.2041199826559246,3.0,3.57978359661681,4.408239965311849,5.204119982655925,5.783903579272735,6.0,6.57978359661681,7.15956719323362,2.1760912590556813,4.352182518111363
1.6532125137753437,1.7781512503836436,2.8750612633917,3.3710678622717363,3.5563025007672873,4.653212513775344,5.14921911265538,5.7501225267834,6.246129125663436,6.7421357245434725,1.861534410859038,3.723068821718076
1.7708520116421442,1.3010299956639813,2.792391689498254,2.845098040014257,2.6020599913279625,4.093421685162235,4.146128035678238,5.584783378996508,5.63748972951251,5.690196080028514,0.0,0.0
1.8260748027008264,1.7781512503836436,2.4771212547196626,2.6989700043360187,3.5563025007672873,4.2552725051033065,4.477121254719663,4.954242509439325,5.176091259055681,5.3979400086720375,0.47712125471966244,0.9542425094393249
1.863322860120456,2.123851640967086,2.3979400086720375,2.7634279935629373,4.247703281934172,4.521791649639123,4.887279634530023,4.795880017344075,5.161368002234975,5.526855987125875,1.7075701760979363,3.4151403521958725
2.041392685158225,1.7323937598229686,2.3979400086720375,2.4771212547196626,3.4647875196459372,4.1303337684950066,4.209515014542631,4.795880017344075,4.8750612633917,4.954242509439325,0.47712125471966244,0.9542425094393249
2.4983105537896004,1.1760912590556813,2.6989700043360187,2.0,2.3521825181113627,3.8750612633917,3.1760912590556813,5.3979400086720375,4.698970004336019,4.0,1.7693773260761385,3.5387546521522757
2.4983105537896004,0.9542425094393249,2.6242820958356683,2.3783979009481375,1.9084850188786497,3.578524605274993,3.3326404103874627,5.248564191671337,5.002679996783806,4.756795801896275,3.074450718954591,6.148901437909182
2.5440680443502757,1.7781512503836436,2.3979400086720375,2.6989700043360187,3.5563025007672873,4.176091259055681,4.477121254719663,4.795880017344075,5.096910013008056,5.3979400086720375,1.4771212547196624,2.9542425094393248
2.762678563727436,1.6989700043360187,2.3979400086720375,2.6989700043360187,3.3979400086720375,4.096910013008056,4.3979400086720375,4.795880017344075,5.096910013008056,5.3979400086720375,0.6989700043360189,1.3979400086720377
3.0633333589517497,1.6532125137753437,2.3979400086720375,2.5440680443502757,3.3064250275506875,4.051152522447381,4.19728055812562,4.795880017344075,4.942008053022313,5.088136088700551,0.9542425094393249,1.9084850188786497
4.177421057483169,1.845098040014257,2.845098040014257,2.6020599913279625,3.690196080028514,4.690196080028514,4.447158031342219,5.690196080028514,5.447158031342219,5.204119982655925,1.0,2.0
-2.0,1.0,1.9030899869919435,2.1760912590556813,2.0,2.9030899869919438,3.1760912590556813,3.806179973983887,4.079181246047625,4.352182518111363,0.6020599913279624,1.2041199826559248
-1.0969100130080565,0.9030899869919435,2.4771212547196626,2.3010299956639813,1.806179973983887,3.380211241711606,3.2041199826559246,4.954242509439325,4.778151250383644,4.6020599913279625,2.2041199826559246,4.408239965311849
-0.6989700043360187,1.0,2.113943352306837,2.57978359661681,2.0,3.113943352306837,3.57978359661681,4.227886704613674,4.693726948923647,5.15956719323362,1.4771212547196624,2.9542425094393248
-0.1549019599857432,2.041392685158225,2.3010299956639813,2.838849090737255,4.08278537031645,4.342422680822207,4.88024177589548,4.6020599913279625,5.139879086401237,5.67769818147451,1.7481880270062005,3.496376054012401
0.25527250510330607,1.255272505103306,2.437750562820388,2.9444826721501687,2.510545010206612,3.693023067923694,4.199755177253475,4.875501125640776,5.382233234970556,5.888965344300337,2.6314437690131722,5.2628875380263445
0.5440680443502757,1.9030899869919435,2.3979400086720375,2.5185139398778875,3.806179973983887,4.301029995663981,4.421603926869831,4.795880017344075,4.9164539485499255,5.037027879755775,1.845098040014257,3.690196080028514
1.0,1.6989700043360187,2.6020599913279625,2.6989700043360187,3.3979400086720375,4.301029995663981,4.3979400086720375,5.204119982655925,5.301029995663981,5.3979400086720375,2.1818435879447726,4.363687175889545
1.1430148002540952,2.1760912590556813,2.7781512503836434,2.3010299956639813,4.352182518111363,4.954242509439325,4.477121254719663,5.556302500767287,5.079181246047625,4.6020599913279625,0.3010299956639812,0.6020599913279624
1.3424226808222062,1.9030899869919435,2.4771212547196626,2.5440680443502757,3.806179973983887,4.380211241711606,4.447158031342219,4.954242509439325,5.021189299069938,5.088136088700551,0.0,0.0
1.4451369687133042,1.3979400086720377,2.0791812460476247,2.146128035678238,2.7958800173440754,3.4771212547196626,3.5440680443502757,4.158362492095249,4.225309281725863,4.292256071356476,1.1430148002540952,2.2860296005081904
1.568201724066995,1.3010299956639813,2.3010299956639813,2.4771212547196626,2.6020599913279625,3.6020599913279625,3.7781512503836434,4.6020599913279625,4.778151250383644,4.954242509439325,0.8450980400142568,1.6901960800285136
1.8325089127062364,1.6020599913279623,2.0,2.3010299956639813,3.2041199826559246,3.6020599913279625,3.9030899869919438,4.0,4.301029995663981,4.6020599913279625,0.0,0.0
2.5211380837040362,1.845098040014257,2.230448921378274,2.7403626894942437,3.690196080028514,4.075546961392531,4.585460729508501,4.460897842756548,4.970811610872518,5.480725378988487,1.1271047983648077,2.2542095967296154
